image,dx1,dy1,dx2,dy2,dx3,dy3,dx4,dy4
07064_0.jpg,19,-28,20,-30,16,-26,27,9
07064_1.jpg,24,26,-2,8,25,1,14,-29
07064_2.jpg,-13,-27,-32,-27,1,-29,-29,-1
07065_0.jpg,19,-4,28,0,18,-14,-5,17
07065_1.jpg,24,7,18,-30,1,-3,31,23
07065_2.jpg,0,18,-14,-22,-31,-9,-6,-5
07067_0.jpg,1,29,-32,-16,13,-10,-6,-29
07067_1.jpg,-19,4,-17,19,17,-22,-23,12
07067_2.jpg,3,8,-27,-22,16,7,-9,19
07068_0.jpg,13,9,-14,5,21,6,-31,-7
07068_1.jpg,-23,-6,17,-11,-32,30,-11,26
07068_2.jpg,-28,18,10,-26,6,-8,-32,-23
07070_0.jpg,-2,2,6,-29,-16,-10,-6,9
07070_1.jpg,19,0,-26,-11,20,-26,-29,0
07070_2.jpg,-31,14,-11,-20,-14,18,-2,8
07071_0.jpg,-19,22,-26,16,-32,27,9,20
07071_1.jpg,1,20,24,-13,22,25,-20,-2
07071_2.jpg,29,-15,2,15,1,19,-18,1
07072_0.jpg,-27,-12,1,-8,18,1,-29,22
07072_1.jpg,29,-23,26,29,-28,15,-20,0
07072_2.jpg,-4,12,-17,31,-17,-17,-10,-32
07073_0.jpg,7,7,23,27,8,10,24,-9
07073_1.jpg,-25,16,18,-8,-21,-7,-26,6
07073_2.jpg,-5,-16,14,31,19,-3,5,17
07074_0.jpg,16,-1,14,12,-20,9,-23,-16
07074_1.jpg,17,22,31,9,-1,-29,22,-1
07074_2.jpg,21,30,16,-13,22,13,-18,22
07075_0.jpg,-30,-8,20,11,-8,-4,-21,9
07075_1.jpg,-13,-9,-19,2,19,-21,-24,8
07075_2.jpg,-12,10,-9,8,-23,-30,0,-3
07076_0.jpg,10,-30,-17,29,-23,-13,-28,19
07076_1.jpg,25,-26,16,-20,27,-3,26,25
07076_2.jpg,-25,-19,13,-15,20,-15,-5,27
07079_0.jpg,18,19,-21,-5,3,-17,30,5
07079_1.jpg,8,-9,-4,24,21,3,26,-32
07079_2.jpg,-24,29,22,12,17,-8,-4,-29
07083_0.jpg,-10,-5,-4,9,-1,16,17,-14
07083_1.jpg,24,-15,14,7,-25,6,16,19
07083_2.jpg,6,-29,-15,-22,26,25,-15,-18
07084_0.jpg,28,29,25,20,-8,30,1,27
07084_1.jpg,14,18,-21,-5,1,27,27,23
07084_2.jpg,27,8,12,15,-5,-25,-28,-30
07085_0.jpg,-4,-14,-28,-19,27,-21,25,-4
07085_1.jpg,0,-27,-20,3,10,-3,-16,12
07085_2.jpg,-9,8,-24,-14,-7,-3,26,25
07086_0.jpg,-29,-1,30,0,4,20,-11,10
07086_1.jpg,-5,-25,30,-3,12,-28,17,-25
07086_2.jpg,-32,19,15,19,9,28,-25,30
07087_0.jpg,-12,-30,-28,21,-13,24,-12,-14
07087_1.jpg,27,-16,27,26,-9,-6,19,-17
07087_2.jpg,-9,-2,-15,3,25,0,6,-25
07088_0.jpg,-1,-6,29,-19,-21,24,-2,4
07088_1.jpg,-18,1,-25,-16,11,29,14,-14
07088_2.jpg,3,-26,14,-19,-4,28,7,-2
07089_0.jpg,-17,0,25,3,14,15,-18,2
07089_1.jpg,5,-21,-12,30,10,-15,29,13
07089_2.jpg,0,-30,18,-2,17,25,11,15
07090_0.jpg,30,8,10,-13,29,12,-21,-17
07090_1.jpg,-26,-31,21,-13,-26,-8,-24,-4
07090_2.jpg,-11,-24,2,-20,25,19,26,11
07091_0.jpg,-20,17,-29,0,-17,6,-15,-6
07091_1.jpg,-2,-7,-8,15,28,6,-27,-19
07091_2.jpg,4,-6,10,14,-9,5,-22,-10
07092_0.jpg,15,14,-1,-31,-27,19,-20,14
07092_1.jpg,6,-29,23,-10,-11,9,16,-24
07092_2.jpg,24,-25,8,-31,-11,-26,8,26
07093_0.jpg,1,-22,-26,9,27,25,26,23
07093_1.jpg,-19,-25,28,0,30,24,-18,7
07093_2.jpg,3,-4,-25,1,22,13,-23,10
07094_0.jpg,1,-29,4,30,29,-8,20,29
07094_1.jpg,-6,23,-13,3,-19,26,29,17
07094_2.jpg,-13,28,17,-18,-12,-12,17,27
07095_0.jpg,-7,30,-31,-17,8,0,6,20
07095_1.jpg,1,15,-28,12,12,-32,-28,10
07095_2.jpg,-30,-11,25,24,-14,-6,0,0
07096_0.jpg,30,-27,-12,2,10,7,-27,-12
07096_1.jpg,12,18,-4,-9,-25,-30,-10,-26
07096_2.jpg,29,-21,6,6,24,0,26,19
07097_0.jpg,-28,24,-7,1,-32,-27,-14,-30
07097_1.jpg,-9,-7,-2,-24,-23,24,13,18
07097_2.jpg,15,-11,-5,26,-16,-28,-31,-23
07098_0.jpg,21,12,28,-27,23,10,6,26
07098_1.jpg,-7,13,28,-20,-16,27,17,0
07098_2.jpg,-3,-28,11,1,-16,-11,-27,-32
07101_0.jpg,-31,26,-27,-29,5,2,14,-31
07101_1.jpg,-25,-32,-18,-26,6,28,-19,-24
07101_2.jpg,13,6,20,-22,-18,-28,10,11
07103_0.jpg,-12,6,-10,12,-30,3,18,9
07103_1.jpg,-2,21,-9,10,-17,-28,-27,11
07103_2.jpg,-28,7,-18,-23,28,-32,-14,1
07105_0.jpg,21,31,5,-29,-8,21,4,24
07105_1.jpg,-16,18,8,21,-27,-28,0,16
07105_2.jpg,-27,-9,-24,10,-7,-32,30,28
07108_0.jpg,1,27,23,-14,28,-29,19,-22
07108_1.jpg,-1,4,2,21,-7,-9,-6,-27
07108_2.jpg,6,0,8,-4,2,-1,-19,-20
07109_0.jpg,27,21,18,-2,6,-3,-30,12
07109_1.jpg,29,-10,27,7,2,-13,2,-25
07109_2.jpg,-19,20,6,10,-18,-29,-18,-32
07110_0.jpg,12,-22,28,-26,-12,16,-19,-23
07110_1.jpg,-17,-4,26,2,19,29,21,-12
07110_2.jpg,20,0,16,-5,0,4,-3,-31
07111_0.jpg,-6,8,-20,-17,-3,28,13,6
07111_1.jpg,9,-13,1,-8,-2,-26,13,-21
07111_2.jpg,-1,18,4,8,0,11,-14,-24
07112_0.jpg,26,7,-11,-5,-10,-2,15,-9
07112_1.jpg,1,-24,31,-9,21,-14,14,16
07112_2.jpg,0,-5,-20,-30,27,7,-7,13
07113_0.jpg,22,-15,12,16,1,-32,10,-27
07113_1.jpg,4,12,-6,4,-1,-4,30,-15
07113_2.jpg,-5,-23,-13,-20,-18,19,20,-1
07116_0.jpg,-24,-3,-13,12,-19,13,10,-4
07116_1.jpg,6,25,18,-1,-10,-28,-8,-23
07116_2.jpg,-10,30,-20,-19,20,24,-31,13
07117_0.jpg,16,-11,-24,29,-13,10,-5,-31
07117_1.jpg,-27,-6,6,-21,-12,-28,30,-13
07117_2.jpg,17,6,-26,25,18,24,30,18
07118_0.jpg,20,14,3,-28,26,-1,12,-10
07118_1.jpg,12,-21,17,31,17,8,-29,4
07118_2.jpg,26,-16,21,-8,-2,20,8,-25
07121_0.jpg,4,-21,-10,25,-26,0,16,5
07121_1.jpg,-2,-13,22,-17,19,-4,-4,21
07121_2.jpg,15,-10,1,6,28,28,7,23
07123_0.jpg,-7,-13,29,-12,-26,-17,-17,20
07123_1.jpg,-29,-12,28,-4,-16,25,-7,-24
07123_2.jpg,30,9,-25,-16,13,-27,-17,-21
07124_0.jpg,9,27,4,-9,2,-11,-32,26
07124_1.jpg,28,-24,0,17,31,3,-14,28
07124_2.jpg,-12,9,-20,20,-18,-29,8,-27
07125_0.jpg,24,11,2,-32,-23,0,9,9
07125_1.jpg,-19,-18,7,22,-26,-9,21,20
07125_2.jpg,-20,-6,-17,5,-6,23,-12,9
07127_0.jpg,11,0,18,1,18,-10,30,3
07127_1.jpg,-29,-32,-21,19,-6,31,16,-7
07127_2.jpg,4,-8,-6,-26,15,7,-24,10
07129_0.jpg,-21,-23,-10,7,-9,29,-28,-25
07129_1.jpg,2,21,-26,-4,11,30,12,24
07129_2.jpg,11,-3,21,26,8,6,-10,-26
07130_0.jpg,-32,-28,-7,27,11,15,-31,12
07130_1.jpg,-2,-23,-22,15,-17,1,14,-15
07130_2.jpg,-4,-11,-3,-19,6,28,-3,-18
07131_0.jpg,-26,22,-20,24,-11,-8,-18,8
07131_1.jpg,18,-14,12,21,18,-27,-17,19
07131_2.jpg,16,20,-31,18,5,-2,-25,16
07136_0.jpg,12,-18,16,-8,17,-7,19,-8
07136_1.jpg,20,-15,-9,-5,-26,21,-31,-28
07136_2.jpg,30,-12,24,-9,-2,27,-19,2
07137_0.jpg,-18,-28,-25,25,-29,19,31,27
07137_1.jpg,-26,-19,-18,-5,16,-26,-24,12
07137_2.jpg,28,31,-6,-19,16,9,5,15
07138_0.jpg,16,15,14,17,-3,24,-27,-5
07138_1.jpg,-21,5,-26,-5,23,16,-30,-14
07138_2.jpg,18,7,8,-11,-5,0,3,-14
07139_0.jpg,3,-20,-7,-6,-14,-17,12,-13
07139_1.jpg,-5,20,18,4,2,-15,-16,-19
07139_2.jpg,11,-10,-8,-31,-13,-8,-32,5
07141_0.jpg,-24,-11,31,18,-31,22,29,-16
07141_1.jpg,-3,-6,2,-11,2,10,12,14
07141_2.jpg,31,-9,25,0,25,7,-9,4
07142_0.jpg,-17,7,28,-19,-17,16,9,21
07142_1.jpg,-15,-23,-22,18,6,8,-8,16
07142_2.jpg,12,23,-12,-7,-3,-5,20,0
07143_0.jpg,-13,-2,7,9,9,-32,-28,-12
07143_1.jpg,-1,-29,10,-5,15,-30,-23,3
07143_2.jpg,14,-13,18,-12,29,-26,13,31
07144_0.jpg,-13,13,-20,19,2,-16,13,21
07144_1.jpg,17,-13,30,21,12,29,-9,-22
07144_2.jpg,-10,16,3,30,-22,-31,5,-18
07145_0.jpg,22,-17,-4,21,-17,-19,31,5
07145_1.jpg,-6,-1,-2,-21,9,-3,24,0
07145_2.jpg,-15,-7,24,22,17,18,21,-7
07146_0.jpg,-29,31,13,-13,4,24,27,29
07146_1.jpg,-12,-23,-5,-21,0,1,5,3
07146_2.jpg,-19,9,25,-19,-23,-11,26,-22
07147_0.jpg,-7,7,21,0,22,23,3,31
07147_1.jpg,8,3,24,-16,2,-9,-17,5
07147_2.jpg,-27,2,14,-28,28,3,19,-11
07150_0.jpg,21,-32,-5,3,9,14,27,25
07150_1.jpg,27,-1,7,8,-11,-1,-30,22
07150_2.jpg,21,20,26,-25,17,18,2,7
07151_0.jpg,-14,-32,30,15,-29,7,28,27
07151_1.jpg,-19,23,16,-26,-16,2,-30,-8
07151_2.jpg,31,-27,-12,-20,1,20,19,24
07152_0.jpg,-8,31,-16,27,0,19,31,29
07152_1.jpg,25,-7,14,0,-19,24,23,-7
07152_2.jpg,-9,-2,10,14,-14,-9,2,7
07153_0.jpg,-11,27,-12,0,-24,-26,17,-17
07153_1.jpg,-15,-22,-3,26,-14,-30,11,24
07153_2.jpg,-7,5,19,21,-25,-8,-21,-31
07154_0.jpg,-6,15,-12,3,-20,-30,-4,-13
07154_1.jpg,-28,-30,1,16,-29,19,-4,16
07154_2.jpg,-10,-7,-4,4,4,7,-31,-10
07155_0.jpg,-13,-18,22,10,-10,-18,21,28
07155_1.jpg,30,-13,-12,-27,-11,-27,27,-11
07155_2.jpg,10,22,15,27,-26,-32,-29,-23
07156_0.jpg,13,27,28,31,-7,-3,23,-11
07156_1.jpg,8,-17,24,-5,10,2,25,27
07156_2.jpg,22,30,-18,28,-16,7,-29,-25
07157_0.jpg,22,-5,18,-19,21,25,25,-17
07157_1.jpg,11,9,-5,8,1,29,0,-6
07157_2.jpg,-7,25,-31,28,4,7,27,-23
07158_0.jpg,11,-6,26,-21,11,-17,3,28
07158_1.jpg,-5,-13,1,10,-16,16,26,16
07158_2.jpg,-15,-1,-24,-6,-4,-17,13,29
07159_0.jpg,-17,-21,-23,14,18,-12,2,26
07159_1.jpg,-28,-6,-32,2,26,26,-15,11
07159_2.jpg,9,26,-18,-24,16,-31,11,-30
07160_0.jpg,29,-27,-18,3,-28,-29,-7,5
07160_1.jpg,-4,-30,18,21,-12,29,-28,27
07160_2.jpg,-20,-27,-2,-28,28,1,-16,7
07161_0.jpg,30,31,4,-6,-3,12,25,-25
07161_1.jpg,31,-1,23,9,30,-14,3,-18
07161_2.jpg,28,-20,25,29,-7,-24,13,31
07162_0.jpg,10,-5,29,-9,16,-17,28,6
07162_1.jpg,-3,6,10,-32,3,4,15,-30
07162_2.jpg,-25,-26,13,8,24,26,25,-16
07164_0.jpg,-4,3,-17,-32,16,-18,25,26
07164_1.jpg,12,19,28,-2,3,19,24,30
07164_2.jpg,6,26,-25,19,28,19,-7,-3
07165_0.jpg,-20,16,16,10,-4,-11,25,23
07165_1.jpg,-11,-32,-9,15,2,12,-10,28
07165_2.jpg,-15,7,28,-18,-2,18,29,22
07171_0.jpg,15,-14,18,-27,12,3,-31,28
07171_1.jpg,10,-26,-2,25,4,7,13,2
07171_2.jpg,-25,10,-1,-22,-20,28,-26,27
07172_0.jpg,4,4,17,23,-13,31,-16,-5
07172_1.jpg,12,-5,-6,-9,-29,-20,-5,14
07172_2.jpg,12,-27,-22,23,-32,20,-8,4
07173_0.jpg,-18,-3,-7,20,-32,-19,-32,-10
07173_1.jpg,20,28,11,13,12,28,-19,12
07173_2.jpg,-13,11,-20,16,-23,4,30,27
07174_0.jpg,-24,-9,31,21,-17,-32,-7,29
07174_1.jpg,-30,15,-28,26,1,29,5,21
07174_2.jpg,-1,-21,-4,29,21,-26,13,-24
07175_0.jpg,30,20,-9,10,8,-1,-2,1
07175_1.jpg,10,22,-13,0,17,-14,-23,-32
07175_2.jpg,26,25,31,22,17,-12,-17,-28
07176_0.jpg,17,-1,-7,-8,-28,31,28,-24
07176_1.jpg,-14,-11,-27,7,-17,-32,7,-16
07176_2.jpg,-12,-24,9,-17,-32,0,-32,16
07177_0.jpg,4,13,-19,31,-11,23,-20,-15
07177_1.jpg,7,14,5,-1,9,-16,-30,20
07177_2.jpg,-30,5,-17,-11,-8,-17,25,18
07178_0.jpg,-21,21,1,12,15,3,-26,-5
07178_1.jpg,30,-15,14,-29,-14,22,14,25
07178_2.jpg,3,29,-32,-10,-26,2,-10,21
07179_0.jpg,-14,-2,-6,-25,18,-8,-27,15
07179_1.jpg,-3,-11,31,-3,-14,19,-21,3
07179_2.jpg,-22,19,7,22,-29,-4,21,-27
07180_0.jpg,-17,6,-27,-23,29,-21,-17,3
07180_1.jpg,5,14,10,9,27,-9,31,15
07180_2.jpg,-23,-31,15,17,18,3,15,16
07181_0.jpg,7,15,-6,-18,-3,14,13,13
07181_1.jpg,2,5,-7,24,-9,1,-22,27
07181_2.jpg,-18,-5,19,-2,-6,9,-1,5
07182_0.jpg,-7,10,-10,6,10,-6,-25,22
07182_1.jpg,1,-7,-2,-30,12,-18,-17,-3
07182_2.jpg,9,21,14,24,23,-22,-28,10
07183_0.jpg,-27,-12,21,19,-3,0,-12,-12
07183_1.jpg,-30,22,-14,1,-31,-31,-13,24
07183_2.jpg,-23,19,-2,-32,17,-19,26,0
07184_0.jpg,-19,24,-22,13,-18,-20,23,-12
07184_1.jpg,15,-23,21,-11,-21,-18,6,-11
07184_2.jpg,15,-22,8,-15,15,-10,19,30
07185_0.jpg,26,-17,24,-1,-2,-4,28,15
07185_1.jpg,25,-28,-28,-25,-23,-10,-14,-1
07185_2.jpg,21,-21,-14,-3,6,27,29,-15
07186_0.jpg,-12,-23,29,-4,12,-12,8,14
07186_1.jpg,16,-11,17,-31,25,30,-25,11
07186_2.jpg,-13,-11,-24,-29,26,-19,5,-7
07187_0.jpg,9,-8,-29,-11,-18,7,11,1
07187_1.jpg,-29,-26,6,22,-10,25,11,18
07187_2.jpg,-13,0,-1,22,18,-32,10,22
07189_0.jpg,21,-24,-5,31,-9,25,-13,31
07189_1.jpg,-5,-24,-10,-18,14,22,-7,-24
07189_2.jpg,20,-22,-27,-3,16,20,-22,15
07190_0.jpg,16,27,23,-20,23,-24,17,17
07190_1.jpg,-29,-26,31,5,-27,-18,-10,-27
07190_2.jpg,15,25,10,0,19,20,3,8
07193_0.jpg,-24,-13,-16,27,30,18,3,25
07193_1.jpg,13,21,-6,-28,-15,1,-12,-14
07193_2.jpg,-18,-28,0,20,-29,9,1,-25
07194_0.jpg,22,10,-3,14,0,29,2,-3
07194_1.jpg,16,13,10,-15,-8,13,1,17
07194_2.jpg,19,0,-13,-28,-8,20,-31,5
07195_0.jpg,-21,22,-24,-19,-24,18,-19,2
07195_1.jpg,-30,-7,-16,-9,-15,3,-3,7
07195_2.jpg,11,-20,27,-18,15,10,22,-3
07196_0.jpg,-28,6,-3,25,0,12,-22,-26
07196_1.jpg,23,-29,9,-30,-5,-32,2,-12
07196_2.jpg,-1,-29,1,16,24,-30,-11,-27
07198_0.jpg,-1,-9,-6,-22,2,21,3,9
07198_1.jpg,-9,28,-24,-23,8,-22,-25,18
07198_2.jpg,-18,-22,17,-3,-21,26,-4,-5
07199_0.jpg,-18,29,6,25,-7,18,-21,-19
07199_1.jpg,30,3,14,-27,-28,30,16,-1
07199_2.jpg,28,-3,-20,-10,-21,13,31,-18
07200_0.jpg,-20,-16,26,30,19,-5,15,-2
07200_1.jpg,23,-10,21,7,-25,-3,20,-16
07200_2.jpg,4,-8,-3,12,-32,-9,-22,-27
07203_0.jpg,-22,-14,-29,-6,-13,21,-22,18
07203_1.jpg,-12,-30,31,4,-29,-11,28,5
07203_2.jpg,17,3,-26,-10,-16,27,-22,21
07204_0.jpg,22,-29,-7,19,14,29,23,-29
07204_1.jpg,-20,-11,-5,-21,-20,10,10,21
07204_2.jpg,-19,-30,-15,-9,29,24,-25,-23
07205_0.jpg,22,-13,-17,-22,3,20,5,-18
07205_1.jpg,-25,-32,-22,-9,9,-16,23,19
07205_2.jpg,1,19,-29,-17,0,29,1,16
07206_0.jpg,4,17,20,11,1,-27,21,-19
07206_1.jpg,18,0,-32,-18,-25,-30,-10,-13
07206_2.jpg,-21,-25,7,-4,3,-23,9,-1
07210_0.jpg,-9,24,8,31,-1,12,-4,7
07210_1.jpg,22,-7,-29,-6,-3,3,-22,7
07210_2.jpg,27,-7,24,-1,3,29,24,-32
07211_0.jpg,25,-20,-30,-26,29,-22,-13,3
07211_1.jpg,25,-25,21,2,10,20,-18,31
07211_2.jpg,18,-19,-19,-30,-8,-23,5,-18
07212_0.jpg,-5,-3,-25,-22,-2,-7,17,0
07212_1.jpg,-7,-12,-19,-3,23,23,-13,-28
07212_2.jpg,-13,-28,29,-28,7,16,-1,26
07214_0.jpg,-19,10,17,-20,18,-22,-8,7
07214_1.jpg,28,11,29,11,0,-21,28,30
07214_2.jpg,-13,-25,26,25,11,-5,20,-19
07215_0.jpg,-2,-7,20,31,19,-5,6,-17
07215_1.jpg,24,-14,-31,-28,20,12,-32,15
07215_2.jpg,-17,-9,23,-25,-32,6,13,-7
07216_0.jpg,-15,22,-16,-28,-5,-21,-7,1
07216_1.jpg,12,21,-10,-25,11,2,15,0
07216_2.jpg,-32,3,21,0,9,0,-11,-32
07217_0.jpg,-24,2,-9,-19,-26,-1,-31,22
07217_1.jpg,-25,-10,0,26,8,-26,15,-12
07217_2.jpg,-19,-28,-3,18,19,11,-17,14
07219_0.jpg,-9,8,7,-2,-19,9,-29,15
07219_1.jpg,-26,0,-1,-1,24,-26,27,20
07219_2.jpg,30,3,-12,24,-25,-30,-1,19
07220_0.jpg,16,-24,17,-9,-1,6,17,-29
07220_1.jpg,-12,19,-7,-21,-4,-4,-10,-27
07220_2.jpg,29,-27,8,-19,31,-2,-11,-27
07222_0.jpg,4,10,-18,15,-20,28,15,-27
07222_1.jpg,26,-27,-9,22,12,18,26,29
07222_2.jpg,13,-5,-24,4,-13,27,20,-11
07223_0.jpg,-5,11,-10,12,-17,-10,15,29
07223_1.jpg,-22,-22,31,-8,29,4,24,-5
07223_2.jpg,27,-12,29,-12,-29,-17,24,-22
07224_0.jpg,-19,-17,-26,-14,-27,-20,31,-9
07224_1.jpg,-12,6,0,-11,28,12,30,-14
07224_2.jpg,30,31,-1,29,-20,-7,29,4
07225_0.jpg,15,-11,12,29,-32,-5,-20,-4
07225_1.jpg,18,-20,-8,4,-10,-1,-20,-18
07225_2.jpg,-9,-24,-2,-1,-19,-14,-16,10
07227_0.jpg,28,10,-2,28,-5,4,20,-25
07227_1.jpg,-3,-4,10,-5,14,-26,6,-27
07227_2.jpg,30,-4,-17,26,-12,8,15,-11
07228_0.jpg,16,-18,9,-1,8,-20,30,31
07228_1.jpg,-13,-25,-28,-21,-4,-14,-6,-2
07228_2.jpg,-23,20,20,1,-19,-2,6,28
07231_0.jpg,-30,27,12,15,-10,-9,-32,29
07231_1.jpg,-28,-24,-31,-17,-11,9,10,9
07231_2.jpg,-6,-2,-22,-7,12,-16,30,18
07233_0.jpg,-11,-21,-27,31,0,6,-12,-29
07233_1.jpg,-9,-16,-11,-6,-10,15,24,-25
07233_2.jpg,15,-16,-19,-4,20,-31,11,-7
07234_0.jpg,-31,-17,-17,-10,15,-4,30,12
